user	session	val_id	offX_L	acc_L	medX_L	ipd	xm	medY_L	medaccX_R	rmsiX_R	medY_R	avgX	avgY	medacc_R	medX	medY	offX_R	offY_R	sd_L	rmsi_R	offY_L	offY	offX	accX_R	sdX_R	sd_R	set_no	accY	accX	sdY_L	medaccX	medaccY	sdX_L	ym	medX_R	avgX_L	medaccY_R	avgY_L	medaccX_L	rmsiX	rmsiY	medaccY_L	accY_R	avgX_R	acc	avgY_R	rmsiY_L	rmsiX_L	d	medacc	rmsi_L	rmsi	sdX	sdY	accX_L	medacc_L	sdY_R	accY_L	acc_R	y	x	rmsiY_R	sd	repeated_L	repeated_R	repeated_C	repeated	repeated_any	outlier_reason	hmd	setup	vision
14	10	04c50d932991f2a4fa1bfbba2f416b827429d02f	-0.33	0.49	5.52	57.30	0.52	9.59	0.33	0.07	9.24	4.61	9.43	1.17	4.62	9.40	-0.33	-0.48	0.16	0.13	-0.48	-0.48	-0.33	0.33	0.14	0.16	24	0.48	0.33	0.14	0.33	0.48	0.14	1.06	3.71	5.56	0.51	9.57	0.33	0.07	0.08	0.51	0.48	3.69	0.61	9.29	0.08	0.07	6.00	0.63	0.07	0.09	0.14	0.14	0.33	0.48	0.14	0.48	1.18	10.00	5.00	0.08	0.11	0.01	0.02	0.01	0.02	0.02	valid	2.00	2.00	uncorrected
14	10	04c50d932991f2a4fa1bfbba2f416b827429d02f	0.19	0.72	-6.31	56.97	-0.09	-10.47	0.34	0.07	-9.82	-8.49	-10.38	0.90	-8.76	-10.17	0.19	-0.69	0.27	0.14	-0.69	-0.69	0.19	0.33	0.30	0.65	64	0.69	0.33	0.44	0.33	0.69	0.30	-0.09	-11.56	-6.29	0.51	-10.57	0.34	0.06	0.09	0.51	0.69	-12.24	0.81	-10.09	0.09	0.07	0.50	0.65	0.08	0.09	0.13	0.44	0.33	0.61	0.44	0.69	1.26	-10.00	-10.00	0.09	0.40	0.03	0.00	0.00	0.03	0.03	valid	2.00	2.00	uncorrected
14	10	04c50d932991f2a4fa1bfbba2f416b827429d02f	0.48	0.54	-4.42	57.45	-0.52	5.11	0.42	0.04	4.10	-4.49	4.57	1.01	-4.55	4.61	0.48	-0.36	0.25	0.04	-0.36	-0.36	0.48	0.48	0.16	0.10	8	0.36	0.48	0.24	0.48	0.36	0.16	0.53	-4.60	-4.34	0.32	5.02	0.42	0.04	0.06	0.32	0.36	-4.64	0.62	4.13	0.06	0.04	6.00	0.50	0.06	0.06	0.16	0.24	0.48	0.46	0.24	0.36	1.02	5.00	-5.00	0.06	0.24	0.01	0.01	0.01	0.01	0.01	valid	2.00	2.00	uncorrected
14	10	04c50d932991f2a4fa1bfbba2f416b827429d02f	-0.23	0.78	10.61	57.19	1.06	5.52	0.21	0.04	4.07	9.71	4.89	1.26	9.73	4.86	-0.23	-0.05	0.13	0.13	-0.05	-0.05	-0.23	0.23	0.10	0.16	17	0.17	0.23	0.19	0.23	0.17	0.10	0.53	8.74	10.57	0.18	5.59	0.21	0.04	0.06	0.18	0.17	8.74	0.30	4.10	0.11	0.04	6.00	0.29	0.08	0.05	0.09	0.10	0.23	0.77	0.19	0.17	1.26	5.00	10.00	0.11	0.11	0.01	0.01	0.01	0.01	0.01	valid	2.00	2.00	uncorrected
14	10	04c50d932991f2a4fa1bfbba2f416b827429d02f	-0.42	0.87	4.61	57.43	0.52	-10.58	0.43	0.02	-10.44	4.52	-10.51	0.59	4.51	-10.50	-0.42	-0.54	0.16	0.05	-0.54	-0.54	-0.42	0.42	0.06	0.15	19	0.54	0.42	0.10	0.42	0.54	0.06	-1.06	4.52	4.61	0.52	-10.58	0.43	0.02	0.04	0.52	0.54	4.44	0.70	-10.44	0.04	0.02	6.00	0.70	0.05	0.04	0.06	0.10	0.42	0.84	0.10	0.54	0.57	-10.00	5.00	0.04	0.10	0.02	0.00	0.00	0.02	0.02	valid	2.00	2.00	uncorrected
14	10	04c50d932991f2a4fa1bfbba2f416b827429d02f	0.08	1.96	6.41	57.21	0.52	13.26	0.23	0.16	13.23	5.00	13.26	1.80	5.11	13.25	0.08	-1.60	0.49	0.16	-1.60	-1.60	0.08	0.27	0.30	0.23	47	1.60	0.27	0.21	0.27	1.60	0.30	1.61	4.02	6.39	1.62	13.29	0.23	0.14	0.15	1.62	1.60	4.01	1.65	13.22	0.15	0.16	6.00	1.68	0.42	0.16	0.16	0.21	0.27	1.99	0.21	1.60	1.79	15.00	5.00	0.15	0.21	0.00	0.00	0.00	0.00	0.00	valid	2.00	2.00	uncorrected
14	10	04c50d932991f2a4fa1bfbba2f416b827429d02f	-0.36	0.98	-2.05	56.86	-0.04	-5.87	0.28	0.26	-5.40	-4.91	-5.62	0.70	-4.94	-5.57	-0.36	-0.64	0.40	0.27	-0.64	-0.64	-0.36	0.38	0.34	0.66	56	0.66	0.38	0.57	0.38	0.66	0.34	-0.04	-8.01	-2.15	0.59	-5.94	0.28	0.17	0.27	0.59	0.66	-8.02	0.83	-5.32	0.31	0.26	0.50	0.65	0.32	0.26	0.31	0.55	0.38	0.91	0.57	0.66	0.99	-5.00	-5.00	0.31	0.53	0.01	0.01	0.01	0.01	0.01	valid	2.00	2.00	uncorrected
14	10	04c50d932991f2a4fa1bfbba2f416b827429d02f	-0.45	0.62	10.39	57.09	1.06	9.31	0.44	0.03	7.97	9.46	8.60	2.28	9.46	8.60	-0.45	-1.29	0.07	0.06	-1.29	-1.29	-0.45	0.45	0.09	0.11	13	1.29	0.45	0.10	0.45	1.29	0.09	1.07	8.53	10.39	1.29	9.31	0.44	0.03	0.05	1.29	1.29	8.54	1.38	7.91	0.05	0.03	6.00	1.38	0.05	0.05	0.09	0.10	0.45	0.63	0.10	1.29	2.29	10.00	10.00	0.05	0.09	0.02	0.02	0.02	0.02	0.02	valid	2.00	2.00	uncorrected
14	10	04c50d932991f2a4fa1bfbba2f416b827429d02f	0.13	1.45	13.48	56.80	0.09	-4.83	0.09	0.09	-4.98	9.06	-4.99	0.87	9.05	-4.88	0.13	-0.03	0.22	0.09	-0.03	-0.03	0.13	0.15	0.18	0.21	67	0.29	0.15	0.34	0.15	0.29	0.18	-0.04	5.29	13.40	0.24	-5.02	0.09	0.09	0.10	0.24	0.29	5.29	0.35	-4.93	0.12	0.09	0.50	0.29	0.07	0.10	0.17	0.18	0.15	1.45	0.34	0.29	0.89	-5.00	10.00	0.12	0.21	0.01	0.00	0.00	0.01	0.01	valid	2.00	2.00	uncorrected
14	10	04c50d932991f2a4fa1bfbba2f416b827429d02f	-0.03	0.75	9.67	57.34	1.06	-10.41	0.31	0.05	-10.16	9.88	-10.25	0.29	9.77	-10.22	-0.03	-0.28	0.21	0.05	-0.28	-0.28	-0.03	0.29	0.32	0.12	14	0.28	0.29	0.14	0.29	0.28	0.32	-1.07	9.76	9.98	0.25	-10.36	0.31	0.05	0.05	0.25	0.28	9.76	0.44	-10.14	0.05	0.05	6.00	0.42	0.07	0.05	0.14	0.14	0.29	0.71	0.14	0.28	0.33	-10.00	10.00	0.05	0.13	0.01	0.01	0.01	0.01	0.01	valid	2.00	2.00	uncorrected
14	10	04c50d932991f2a4fa1bfbba2f416b827429d02f	-0.09	0.50	0.26	57.43	0.00	5.38	0.29	0.15	4.58	-0.10	5.08	0.80	-0.09	4.99	-0.09	0.14	0.09	0.15	0.14	0.14	-0.09	0.28	0.30	0.33	4	0.21	0.28	0.29	0.28	0.21	0.30	0.52	-0.50	0.35	0.10	5.36	0.29	0.09	0.12	0.10	0.21	-0.56	0.38	4.78	0.13	0.15	6.00	0.39	0.08	0.12	0.16	0.25	0.28	0.49	0.29	0.21	0.71	5.00	0.00	0.13	0.25	0.03	0.03	0.02	0.04	0.04	valid	2.00	2.00	uncorrected
14	10	04c50d932991f2a4fa1bfbba2f416b827429d02f	1.07	2.62	-8.14	57.38	-1.06	12.70	1.07	0.03	11.54	-8.82	12.12	3.38	-8.81	12.14	1.07	-2.74	0.10	0.05	-2.74	-2.74	1.07	1.07	0.06	0.08	45	2.74	1.07	0.06	1.07	2.74	0.06	1.63	-9.45	-8.15	2.73	12.71	1.07	0.03	0.04	2.73	2.74	-9.45	2.95	11.57	0.04	0.03	6.00	2.93	0.04	0.04	0.06	0.06	1.07	2.63	0.06	2.74	3.37	15.00	-10.00	0.04	0.06	0.01	0.01	0.01	0.01	0.01	valid	2.00	2.00	uncorrected
14	10	04c50d932991f2a4fa1bfbba2f416b827429d02f	-0.42	0.51	5.10	57.30	0.52	5.36	0.46	0.06	3.59	4.53	4.49	1.51	4.49	4.50	-0.42	-0.45	0.14	0.07	-0.45	-0.45	-0.42	0.42	0.15	0.10	5	0.45	0.42	0.08	0.42	0.45	0.15	0.53	3.92	5.07	0.44	5.40	0.46	0.06	0.05	0.44	0.45	4.00	0.63	3.61	0.05	0.06	6.00	0.62	0.11	0.06	0.15	0.08	0.42	0.47	0.08	0.45	1.52	5.00	5.00	0.05	0.11	0.00	0.00	0.00	0.00	0.00	valid	2.00	2.00	uncorrected
14	10	04c50d932991f2a4fa1bfbba2f416b827429d02f	0.65	1.58	15.88	57.27	1.61	-6.39	0.66	0.28	-6.77	15.55	-6.55	1.94	15.56	-6.48	0.65	-1.52	0.23	0.04	-1.52	-1.52	0.65	0.67	0.20	0.20	35	1.52	0.67	0.21	0.67	1.52	0.20	-0.54	15.29	15.85	1.45	-6.37	0.66	0.05	0.06	1.45	1.52	15.25	1.70	-6.75	0.06	0.28	6.00	1.67	0.25	0.07	0.11	0.21	0.67	1.58	0.21	1.52	1.87	-5.00	15.00	0.06	0.19	0.00	0.02	0.00	0.02	0.02	valid	2.00	2.00	uncorrected
14	10	04c50d932991f2a4fa1bfbba2f416b827429d02f	-2.28	4.08	3.46	57.35	0.04	-0.27	2.27	0.06	-0.35	2.24	-0.15	0.68	2.24	-0.24	-2.28	0.18	0.30	0.09	0.18	0.18	-2.28	2.28	0.17	0.16	50	0.20	2.28	0.22	2.28	0.20	0.17	0.00	0.99	3.56	0.11	-0.16	2.27	0.06	0.11	0.11	0.20	0.94	2.30	-0.15	0.12	0.06	0.50	2.28	0.07	0.06	0.17	0.20	2.28	4.15	0.22	0.20	0.63	0.00	5.00	0.12	0.18	0.00	0.01	0.00	0.01	0.01	valid	2.00	2.00	uncorrected
14	10	04c50d932991f2a4fa1bfbba2f416b827429d02f	-1.59	2.60	5.15	57.04	0.04	9.21	1.57	0.10	8.63	2.60	8.87	0.93	2.73	8.88	-1.59	-0.10	0.62	0.09	-0.10	-0.10	-1.59	1.59	0.38	0.10	73	0.13	1.59	0.16	1.59	0.13	0.38	0.09	0.66	5.00	0.09	9.17	1.57	0.10	0.10	0.09	0.13	0.66	1.63	8.62	0.11	0.10	0.50	1.59	0.17	0.10	0.38	0.14	1.59	2.43	0.16	0.13	0.93	10.00	5.00	0.11	0.37	0.02	0.02	0.02	0.02	0.02	valid	2.00	2.00	uncorrected
14	10	04c50d932991f2a4fa1bfbba2f416b827429d02f	0.27	0.85	-4.61	57.54	-0.52	-10.74	0.21	0.03	-10.82	-4.69	-10.78	0.95	-4.75	-10.77	0.27	-0.81	0.30	0.08	-0.81	-0.81	0.27	0.27	0.15	0.14	20	0.81	0.27	0.09	0.27	0.81	0.15	-1.06	-4.89	-4.55	0.80	-10.82	0.21	0.03	0.05	0.80	0.81	-4.83	0.87	-10.75	0.05	0.03	6.00	0.85	0.06	0.05	0.15	0.09	0.27	0.76	0.09	0.81	0.93	-10.00	-5.00	0.05	0.10	0.01	0.01	0.01	0.01	0.01	valid	2.00	2.00	uncorrected
14	10	04c50d932991f2a4fa1bfbba2f416b827429d02f	-2.03	3.75	8.69	57.12	0.09	5.51	2.00	0.05	4.70	7.10	5.09	0.61	7.08	5.08	-2.03	0.75	0.15	0.04	0.75	0.75	-2.03	2.03	0.12	0.08	66	0.75	2.03	0.08	2.03	0.75	0.12	0.04	5.58	8.66	0.74	5.50	2.00	0.05	0.06	0.74	0.75	5.57	2.18	4.68	0.06	0.05	0.50	2.14	0.04	0.06	0.12	0.08	2.03	3.68	0.08	0.75	0.62	5.00	10.00	0.06	0.14	0.00	0.00	0.00	0.00	0.00	valid	2.00	2.00	uncorrected
14	10	04c50d932991f2a4fa1bfbba2f416b827429d02f	-0.12	1.33	0.87	57.30	0.00	13.67	0.14	0.03	13.44	-0.14	13.52	1.69	-0.16	13.52	-0.12	-1.35	0.07	0.05	-1.35	-1.35	-0.12	0.12	0.06	0.16	28	1.35	0.12	0.09	0.12	1.35	0.06	1.61	-1.12	0.86	1.35	13.67	0.14	0.03	0.03	1.35	1.35	-1.13	1.36	13.36	0.03	0.03	6.00	1.36	0.04	0.03	0.06	0.09	0.12	1.34	0.09	1.35	1.72	15.00	0.00	0.03	0.09	0.02	0.01	0.01	0.02	0.02	valid	2.00	2.00	uncorrected
14	10	04c50d932991f2a4fa1bfbba2f416b827429d02f	0.06	0.47	-6.57	56.99	-0.09	-0.23	0.23	0.06	0.52	-9.22	0.09	0.84	-9.30	0.15	0.06	0.47	0.18	0.08	0.47	0.47	0.06	0.23	0.25	0.11	60	0.48	0.23	0.28	0.23	0.48	0.25	0.00	-12.27	-6.47	0.52	-0.14	0.23	0.06	0.05	0.52	0.48	-12.08	0.59	0.34	0.07	0.06	0.50	0.57	0.06	0.05	0.13	0.26	0.23	0.45	0.28	0.48	0.86	0.00	-10.00	0.07	0.16	0.01	0.02	0.00	0.03	0.03	valid	2.00	2.00	uncorrected
14	10	04c50d932991f2a4fa1bfbba2f416b827429d02f	0.14	0.25	-4.86	57.53	-0.52	-15.08	0.14	0.04	-15.30	-4.82	-15.19	0.63	-4.82	-15.16	0.14	-0.25	0.15	0.06	-0.25	-0.25	0.14	0.15	0.12	0.14	39	0.25	0.15	0.10	0.15	0.25	0.12	-1.61	-4.80	-4.85	0.22	-15.10	0.14	0.03	0.03	0.22	0.25	-4.80	0.32	-15.28	0.03	0.04	6.00	0.31	0.06	0.03	0.11	0.10	0.15	0.25	0.10	0.25	0.58	-15.00	-5.00	0.03	0.09	0.02	0.01	0.01	0.02	0.02	valid	2.00	2.00	uncorrected
14	10	04c50d932991f2a4fa1bfbba2f416b827429d02f	0.64	1.93	-12.83	57.59	-1.61	-15.69	0.59	0.12	-17.40	-14.20	-16.51	2.60	-14.28	-16.46	0.64	-1.47	0.13	0.15	-1.47	-1.47	0.64	0.64	0.22	0.58	31	1.47	0.64	0.39	0.64	1.47	0.22	-1.66	-15.82	-12.81	1.44	-15.71	0.59	0.12	0.15	1.44	1.47	-15.80	1.73	-17.43	0.15	0.12	6.00	1.72	0.06	0.08	0.22	0.39	0.64	1.91	0.39	1.47	2.60	-15.00	-15.00	0.15	0.34	0.00	0.01	0.00	0.01	0.01	valid	2.00	2.00	uncorrected
14	10	04c50d932991f2a4fa1bfbba2f416b827429d02f	-0.90	0.55	9.91	57.37	1.06	-4.58	0.93	0.08	-5.38	9.02	-4.97	1.77	8.99	-4.97	-0.90	0.04	0.30	0.16	0.04	0.04	-0.90	0.90	0.26	0.40	18	0.13	0.90	0.16	0.90	0.13	0.26	-0.53	7.91	9.88	0.08	-4.60	0.93	0.08	0.04	0.08	0.13	8.12	0.92	-5.37	0.04	0.08	6.00	0.95	0.04	0.08	0.26	0.10	0.90	0.52	0.16	0.13	1.58	-5.00	10.00	0.04	0.26	0.00	0.02	0.00	0.02	0.02	valid	2.00	2.00	uncorrected
14	10	04c50d932991f2a4fa1bfbba2f416b827429d02f	-0.11	0.69	-1.60	56.86	-0.04	4.87	0.16	0.08	5.02	-4.83	4.93	0.72	-4.82	4.97	-0.11	0.65	0.12	0.12	0.65	0.65	-0.11	0.19	0.19	0.21	57	0.65	0.19	0.14	0.19	0.65	0.19	0.04	-8.10	-1.64	0.68	4.86	0.16	0.06	0.06	0.68	0.65	-8.04	0.69	4.99	0.06	0.08	0.50	0.71	0.06	0.06	0.12	0.14	0.19	0.71	0.14	0.65	0.77	5.00	-5.00	0.06	0.15	0.01	0.01	0.01	0.01	0.01	valid	2.00	2.00	uncorrected
14	10	04c50d932991f2a4fa1bfbba2f416b827429d02f	0.57	1.16	-8.85	57.63	-1.06	-10.76	0.60	0.03	-10.96	-9.34	-10.88	1.10	-9.32	-10.88	0.57	-0.88	0.11	0.06	-0.88	-0.88	0.57	0.57	0.08	0.11	15	0.88	0.57	0.05	0.57	0.88	0.08	-1.07	-9.83	-8.83	0.88	-10.79	0.60	0.03	0.04	0.88	0.88	-9.90	1.08	-10.96	0.04	0.03	6.00	1.09	0.04	0.03	0.08	0.05	0.57	1.14	0.05	0.88	1.09	-10.00	-10.00	0.04	0.07	0.03	0.03	0.03	0.03	0.03	valid	2.00	2.00	uncorrected
14	10	04c50d932991f2a4fa1bfbba2f416b827429d02f	1.09	1.53	-8.36	57.71	-1.06	-6.00	1.14	0.10	-5.26	-8.84	-5.63	1.02	-8.78	-5.63	1.09	-0.61	0.35	0.09	-0.61	-0.61	1.09	1.09	0.20	0.23	21	0.61	1.09	0.20	1.09	0.61	0.20	-0.53	-9.21	-8.50	0.61	-5.97	1.14	0.10	0.07	0.61	0.61	-9.19	1.28	-5.28	0.07	0.10	6.00	1.29	0.19	0.11	0.20	0.19	1.09	1.67	0.20	0.61	1.09	-5.00	-10.00	0.07	0.18	0.04	0.03	0.01	0.07	0.07	valid	2.00	2.00	uncorrected
14	10	04c50d932991f2a4fa1bfbba2f416b827429d02f	0.16	0.56	0.68	57.52	0.00	0.29	0.14	0.02	0.32	0.15	0.33	0.37	0.13	0.34	0.16	0.36	0.08	0.05	0.36	0.36	0.16	0.16	0.06	0.08	0	0.36	0.16	0.10	0.16	0.36	0.06	0.00	-0.39	0.66	0.37	0.32	0.14	0.02	0.04	0.37	0.36	-0.37	0.39	0.33	0.04	0.02	6.00	0.41	0.04	0.04	0.06	0.10	0.16	0.56	0.10	0.36	0.38	0.00	0.00	0.04	0.09	0.01	0.01	0.01	0.01	0.01	valid	2.00	2.00	uncorrected
14	10	04c50d932991f2a4fa1bfbba2f416b827429d02f	0.81	1.98	-13.08	57.57	-1.61	3.69	0.77	0.04	4.05	-14.09	3.91	0.89	-14.13	3.90	0.81	-1.00	0.07	0.05	-1.00	-1.00	0.81	0.81	0.13	0.13	43	1.00	0.81	0.11	0.81	1.00	0.13	0.54	-15.09	-13.09	1.01	3.71	0.77	0.04	0.04	1.01	1.00	-15.09	1.31	4.11	0.04	0.04	6.00	1.31	0.05	0.04	0.13	0.11	0.81	1.98	0.11	1.00	0.85	5.00	-15.00	0.04	0.06	0.01	0.00	0.00	0.01	0.01	valid	2.00	2.00	uncorrected
14	10	04c50d932991f2a4fa1bfbba2f416b827429d02f	-0.18	1.17	4.82	57.45	0.52	-15.94	0.16	0.04	-15.73	4.76	-15.91	0.81	4.79	-15.80	-0.18	-0.96	0.22	0.05	-0.96	-0.96	-0.18	0.19	0.10	0.23	38	0.96	0.19	0.23	0.19	0.96	0.10	-1.61	4.78	4.85	0.86	-16.03	0.16	0.04	0.04	0.86	0.96	4.67	0.99	-15.79	0.04	0.04	6.00	0.87	0.07	0.04	0.09	0.23	0.19	1.11	0.23	0.96	0.90	-15.00	5.00	0.04	0.23	0.03	0.03	0.03	0.03	0.03	valid	2.00	2.00	uncorrected
14	10	04c50d932991f2a4fa1bfbba2f416b827429d02f	0.48	0.30	-4.65	57.53	-0.52	-4.85	0.49	0.09	-4.90	-4.49	-4.94	0.92	-4.47	-4.85	0.48	0.07	0.11	0.10	0.07	0.07	0.48	0.48	0.13	0.20	7	0.23	0.48	0.25	0.48	0.23	0.13	-0.53	-4.43	-4.64	0.20	-4.98	0.49	0.09	0.07	0.20	0.23	-4.33	0.55	-4.89	0.08	0.09	6.00	0.57	0.07	0.07	0.13	0.12	0.48	0.28	0.25	0.23	0.95	-5.00	-5.00	0.08	0.11	0.00	0.03	0.00	0.03	0.03	valid	2.00	2.00	uncorrected
14	10	04c50d932991f2a4fa1bfbba2f416b827429d02f	0.06	0.72	0.61	57.35	0.00	9.27	0.12	0.05	10.12	0.06	9.66	0.34	0.06	9.71	0.06	-0.24	0.16	0.10	-0.24	-0.24	0.06	0.12	0.12	0.16	12	0.24	0.12	0.21	0.12	0.24	0.12	1.06	-0.49	0.61	0.20	9.29	0.12	0.04	0.09	0.20	0.24	-0.51	0.29	10.06	0.09	0.05	6.00	0.23	0.09	0.09	0.07	0.21	0.12	0.72	0.21	0.24	0.37	10.00	0.00	0.09	0.20	0.01	0.00	0.00	0.01	0.01	valid	2.00	2.00	uncorrected
