user	session	val_id	offX_L	acc_L	medX_L	ipd	xm	medY_L	medaccX_R	rmsiX_R	medY_R	avgX	avgY	medacc_R	medX	medY	offX_R	offY_R	sd_L	rmsi_R	offY_L	offY	offX	accX_R	sdX_R	sd_R	set_no	accY	accX	sdY_L	medaccX	medaccY	sdX_L	ym	medX_R	avgX_L	medaccY_R	avgY_L	medaccX_L	rmsiX	rmsiY	medaccY_L	accY_R	avgX_R	acc	avgY_R	rmsiY_L	rmsiX_L	d	medacc	rmsi_L	rmsi	sdX	sdY	accX_L	medacc_L	sdY_R	accY_L	acc_R	y	x	rmsiY_R	sd	repeated_L	repeated_R	repeated_C	repeated	repeated_any	outlier_reason	hmd	setup	vision
12	10	95971f9be80266651d0dbcfe03687ae43b089d2f	0.42	1.22	1.43	62.34	0.00	-14.50	0.41	0.06	-16.24	0.48	-15.42	1.34	0.46	-15.29	0.42	-0.48	0.11	0.10	-0.48	-0.48	0.42	0.42	0.11	0.34	26	0.48	0.42	0.37	0.42	0.48	0.11	-1.61	-0.58	1.45	0.35	-14.54	0.41	0.06	0.11	0.35	0.48	-0.50	0.70	-16.30	0.11	0.06	6.00	0.61	0.11	0.08	0.11	0.37	0.42	1.20	0.37	0.48	1.40	-15.00	0.00	0.11	0.29	0.02	0.01	0.01	0.02	0.02	valid	2.00	3.00	contacts
12	10	95971f9be80266651d0dbcfe03687ae43b089d2f	-0.14	0.98	7.22	61.95	0.04	-10.00	0.15	0.05	-10.95	4.48	-10.52	1.40	4.41	-10.56	-0.14	-0.86	0.20	0.07	-0.86	-0.86	-0.14	0.18	0.18	0.08	68	0.86	0.18	0.13	0.18	0.86	0.18	-0.09	2.08	7.20	0.90	-10.02	0.15	0.05	0.06	0.90	0.86	2.11	0.89	-10.94	0.06	0.05	0.50	0.95	0.13	0.06	0.13	0.13	0.18	1.02	0.13	0.86	1.40	-10.00	5.00	0.06	0.14	0.00	0.00	0.00	0.00	0.00	valid	2.00	3.00	contacts
12	10	95971f9be80266651d0dbcfe03687ae43b089d2f	-0.10	1.13	12.48	61.75	0.09	5.16	0.29	0.05	4.31	8.73	4.66	0.42	8.97	4.69	-0.10	0.48	0.21	0.05	0.48	0.48	-0.10	0.30	0.34	0.22	66	0.48	0.30	0.13	0.30	0.48	0.34	0.04	6.44	12.47	0.51	5.15	0.29	0.05	0.07	0.51	0.48	6.22	0.60	4.32	0.07	0.05	0.50	0.61	0.09	0.06	0.19	0.13	0.30	1.14	0.13	0.48	0.45	5.00	10.00	0.07	0.15	0.00	0.02	0.00	0.02	0.02	valid	2.00	3.00	contacts
12	10	95971f9be80266651d0dbcfe03687ae43b089d2f	-0.47	0.61	12.77	61.98	0.09	-9.88	0.56	0.10	-10.59	9.14	-10.21	1.58	8.93	-10.26	-0.47	-0.53	0.24	0.17	-0.53	-0.53	-0.47	0.49	0.24	0.24	63	0.54	0.49	0.24	0.49	0.54	0.24	-0.09	4.93	12.91	0.58	-9.84	0.56	0.09	0.13	0.58	0.54	4.89	0.77	-10.57	0.13	0.10	0.50	0.86	0.16	0.13	0.21	0.23	0.49	0.61	0.24	0.54	1.60	-10.00	10.00	0.13	0.25	0.01	0.01	0.01	0.01	0.01	valid	2.00	3.00	contacts
12	10	95971f9be80266651d0dbcfe03687ae43b089d2f	-0.43	0.56	-10.08	62.42	-1.06	-4.96	0.38	0.19	-5.97	-10.35	-5.53	1.14	-10.28	-5.48	-0.43	-0.52	0.26	0.15	-0.52	-0.52	-0.43	0.46	0.31	0.33	21	0.54	0.46	0.23	0.46	0.54	0.31	-0.53	-10.47	-10.03	0.48	-4.96	0.38	0.15	0.10	0.48	0.54	-10.63	0.74	-6.03	0.13	0.19	6.00	0.69	0.22	0.13	0.26	0.17	0.46	0.51	0.23	0.54	1.17	-5.00	-10.00	0.13	0.23	0.00	0.00	0.00	0.00	0.00	valid	2.00	3.00	contacts
12	10	95971f9be80266651d0dbcfe03687ae43b089d2f	-0.08	1.32	2.98	62.02	0.00	-10.81	0.08	0.04	-10.92	0.21	-10.88	1.41	0.23	-10.89	-0.08	-1.23	0.12	0.05	-1.23	-1.23	-0.08	0.12	0.13	0.09	59	1.23	0.12	0.07	0.12	1.23	0.13	-0.09	-2.52	2.92	1.24	-10.81	0.08	0.03	0.04	1.24	1.23	-2.52	1.24	-10.93	0.04	0.04	0.50	1.25	0.05	0.04	0.10	0.07	0.12	1.31	0.07	1.23	1.40	-10.00	0.00	0.04	0.07	0.02	0.01	0.01	0.02	0.02	valid	2.00	3.00	contacts
12	10	95971f9be80266651d0dbcfe03687ae43b089d2f	0.18	0.93	0.57	62.10	0.00	10.73	0.13	0.08	9.46	0.22	10.12	0.50	0.06	10.15	0.18	0.23	0.23	0.11	0.23	0.23	0.18	0.23	0.25	0.24	12	0.38	0.23	0.39	0.23	0.38	0.25	1.06	-0.39	0.68	0.29	10.65	0.13	0.08	0.08	0.29	0.38	-0.25	0.52	9.58	0.10	0.08	6.00	0.53	0.14	0.09	0.21	0.24	0.23	0.90	0.39	0.38	0.54	10.00	0.00	0.10	0.16	0.00	0.00	0.00	0.00	0.00	valid	2.00	3.00	contacts
12	10	95971f9be80266651d0dbcfe03687ae43b089d2f	1.35	1.19	16.09	62.28	1.61	-5.64	1.22	0.15	-6.54	16.27	-5.96	2.17	16.10	-6.13	1.35	-0.96	0.29	0.12	-0.96	-0.96	1.35	1.35	0.30	0.25	35	0.96	1.35	0.40	1.35	0.96	0.30	-0.54	16.24	16.17	1.11	-5.58	1.22	0.15	0.15	1.11	0.96	16.38	1.73	-6.30	0.15	0.15	6.00	1.67	0.14	0.10	0.30	0.40	1.35	1.09	0.40	0.96	2.23	-5.00	15.00	0.15	0.21	0.03	0.03	0.02	0.04	0.04	valid	2.00	3.00	contacts
12	10	95971f9be80266651d0dbcfe03687ae43b089d2f	-0.97	0.97	9.35	62.40	1.06	-5.45	1.00	0.06	-6.12	8.98	-5.77	1.61	8.96	-5.77	-0.97	-0.74	0.38	0.08	-0.74	-0.74	-0.97	0.97	0.23	0.17	18	0.74	0.97	0.07	0.97	0.74	0.23	-0.53	8.50	9.43	0.73	-5.46	1.00	0.06	0.04	0.73	0.74	8.47	1.25	-6.11	0.04	0.06	6.00	1.25	0.09	0.05	0.23	0.07	0.97	0.97	0.07	0.74	1.63	-5.00	10.00	0.04	0.19	0.00	0.02	0.00	0.02	0.02	valid	2.00	3.00	contacts
12	10	95971f9be80266651d0dbcfe03687ae43b089d2f	-1.66	1.49	-6.62	61.96	-0.09	5.16	1.58	0.12	5.83	-10.39	5.52	2.84	-10.50	5.51	-1.66	1.30	0.36	0.15	1.30	1.30	-1.66	1.66	0.34	0.29	71	1.30	1.66	0.12	1.66	1.30	0.34	0.04	-14.48	-6.73	1.30	5.20	1.58	0.12	0.10	1.30	1.30	-14.52	2.12	5.84	0.10	0.12	0.50	2.03	0.11	0.12	0.34	0.12	1.66	1.37	0.12	1.30	2.88	5.00	-10.00	0.10	0.31	0.02	0.02	0.02	0.02	0.02	valid	2.00	3.00	contacts
12	10	95971f9be80266651d0dbcfe03687ae43b089d2f	0.10	0.36	-0.94	61.96	-0.04	-0.87	0.09	0.05	-0.41	-4.04	-0.64	0.13	-4.06	-0.66	0.10	-0.19	0.13	0.06	-0.19	-0.19	0.10	0.10	0.07	0.11	52	0.19	0.10	0.09	0.10	0.19	0.07	0.00	-7.46	-0.97	0.20	-0.85	0.09	0.05	0.05	0.20	0.19	-7.42	0.22	-0.41	0.05	0.05	0.50	0.23	0.07	0.04	0.06	0.09	0.10	0.38	0.09	0.19	0.18	0.00	-5.00	0.05	0.08	0.02	0.02	0.01	0.03	0.03	valid	2.00	3.00	contacts
12	10	95971f9be80266651d0dbcfe03687ae43b089d2f	0.92	1.31	-3.47	62.24	-0.52	5.00	0.86	0.08	4.05	-4.03	4.43	1.07	-4.10	4.49	0.92	-0.50	0.37	0.09	-0.50	-0.50	0.92	0.92	0.25	0.34	8	0.50	0.92	0.26	0.92	0.50	0.25	0.53	-4.62	-3.35	0.44	4.93	0.86	0.08	0.07	0.44	0.50	-4.64	1.05	4.00	0.07	0.08	6.00	0.98	0.14	0.07	0.25	0.26	0.92	1.18	0.26	0.50	1.11	5.00	-5.00	0.07	0.33	0.01	0.01	0.00	0.02	0.02	valid	2.00	3.00	contacts
12	10	95971f9be80266651d0dbcfe03687ae43b089d2f	0.14	0.59	0.48	62.40	0.00	-5.45	0.16	0.11	-5.79	0.17	-5.67	0.82	0.18	-5.59	0.14	-0.66	0.34	0.14	-0.66	-0.66	0.14	0.20	0.18	0.21	2	0.66	0.20	0.27	0.20	0.66	0.18	-0.52	-0.10	0.44	0.59	-5.53	0.16	0.10	0.13	0.59	0.66	-0.10	0.71	-5.79	0.13	0.11	6.00	0.65	0.21	0.13	0.11	0.27	0.20	0.50	0.27	0.66	0.85	-5.00	0.00	0.13	0.25	0.01	0.01	0.01	0.01	0.01	valid	2.00	3.00	contacts
12	10	95971f9be80266651d0dbcfe03687ae43b089d2f	0.49	1.13	-3.82	62.36	-0.52	-15.39	0.49	0.14	-16.38	-4.48	-16.05	1.50	-4.46	-16.00	0.49	-1.10	0.41	0.10	-1.10	-1.10	0.49	0.49	0.23	0.28	39	1.10	0.49	0.33	0.49	1.10	0.23	-1.61	-4.91	-3.76	1.05	-15.50	0.49	0.14	0.14	1.05	1.10	-4.96	1.27	-16.41	0.14	0.14	6.00	1.22	0.27	0.11	0.23	0.33	0.49	1.07	0.33	1.10	1.51	-15.00	-5.00	0.14	0.24	0.01	0.01	0.01	0.01	0.01	valid	2.00	3.00	contacts
12	10	95971f9be80266651d0dbcfe03687ae43b089d2f	-0.96	0.34	-5.74	62.02	-0.09	-0.26	1.00	0.09	0.85	-9.58	0.16	2.35	-9.84	0.27	-0.96	0.56	0.13	0.10	0.56	0.56	-0.96	0.96	0.23	0.18	60	0.58	0.96	0.26	0.96	0.58	0.23	0.00	-14.21	-5.76	0.66	-0.37	1.00	0.09	0.07	0.66	0.58	-14.19	1.14	0.80	0.09	0.09	0.50	1.20	0.07	0.09	0.23	0.20	0.96	0.34	0.26	0.58	2.34	0.00	-10.00	0.09	0.27	0.00	0.00	0.00	0.00	0.00	valid	2.00	3.00	contacts
12	10	95971f9be80266651d0dbcfe03687ae43b089d2f	1.21	1.57	-3.16	62.52	-0.52	-10.73	1.33	0.09	-10.73	-3.69	-10.78	1.39	-3.58	-10.81	1.21	-0.79	0.36	0.08	-0.79	-0.79	1.21	1.21	0.20	0.14	20	0.79	1.21	0.15	1.21	0.79	0.20	-1.06	-4.06	-3.27	0.82	-10.75	1.33	0.09	0.10	0.82	0.79	-4.11	1.48	-10.81	0.10	0.09	6.00	1.54	0.19	0.11	0.20	0.15	1.21	1.65	0.15	0.79	1.43	-10.00	-5.00	0.10	0.18	0.02	0.03	0.00	0.04	0.04	valid	2.00	3.00	contacts
12	10	95971f9be80266651d0dbcfe03687ae43b089d2f	-3.33	4.14	-18.16	62.25	-1.61	12.52	3.59	0.30	12.54	-18.36	12.50	4.63	-18.64	12.52	-3.33	2.68	1.07	0.32	2.68	2.68	-3.33	3.33	0.83	1.08	44	2.70	3.33	0.78	3.33	2.70	0.83	1.10	-18.99	-17.82	2.71	12.54	3.59	0.30	0.20	2.71	2.70	-18.84	4.29	12.47	0.28	0.30	6.00	4.53	0.35	0.30	0.83	0.72	3.33	4.36	0.78	2.70	4.45	10.00	-15.00	0.28	1.07	0.02	0.00	0.00	0.02	0.02	valid	2.00	3.00	contacts
12	10	95971f9be80266651d0dbcfe03687ae43b089d2f	-0.13	0.71	3.21	62.05	0.00	-0.74	0.09	0.23	-0.73	0.08	-0.71	0.47	0.32	-0.72	-0.13	-0.25	0.59	0.31	-0.25	-0.25	-0.13	0.24	0.38	0.31	49	0.26	0.24	0.20	0.24	0.26	0.38	0.00	-2.78	2.96	0.26	-0.76	0.09	0.18	0.14	0.26	0.26	-2.71	0.41	-0.64	0.15	0.23	0.50	0.37	0.24	0.17	0.33	0.18	0.24	0.51	0.20	0.26	0.52	0.00	0.00	0.15	0.31	0.02	0.02	0.02	0.02	0.02	valid	2.00	3.00	contacts
12	10	95971f9be80266651d0dbcfe03687ae43b089d2f	1.81	2.62	16.68	62.01	1.61	12.07	1.94	0.23	11.60	16.82	11.58	3.00	16.95	11.85	1.81	1.71	0.41	0.27	1.71	1.71	1.81	1.89	0.65	0.36	33	1.97	1.89	1.05	1.89	1.97	0.65	1.10	17.11	16.61	2.06	11.77	1.94	0.18	0.25	2.06	1.97	17.00	2.77	11.35	0.28	0.23	6.00	2.84	0.20	0.23	0.36	0.36	1.89	2.71	1.05	1.97	3.01	10.00	15.00	0.28	0.35	0.02	0.00	0.00	0.02	0.02	valid	2.00	3.00	contacts
12	10	95971f9be80266651d0dbcfe03687ae43b089d2f	-1.17	2.45	-2.14	61.74	-0.04	11.02	1.21	0.09	10.82	-5.52	10.97	2.39	-5.56	10.94	-1.17	2.15	0.30	0.12	2.15	2.15	-1.17	1.17	0.19	0.32	72	2.15	1.17	0.25	1.17	2.15	0.19	0.09	-8.93	-2.08	2.13	10.98	1.21	0.09	0.10	2.13	2.15	-8.91	2.46	10.92	0.10	0.09	0.50	2.47	0.15	0.11	0.19	0.25	1.17	2.53	0.25	2.15	2.48	10.00	-5.00	0.10	0.27	0.00	0.01	0.00	0.01	0.01	valid	2.00	3.00	contacts
12	10	95971f9be80266651d0dbcfe03687ae43b089d2f	-0.50	1.07	9.24	62.19	1.06	4.81	0.58	0.22	4.64	9.48	4.68	0.52	9.39	4.73	-0.50	-0.25	0.36	0.13	-0.25	-0.25	-0.50	0.51	0.34	0.25	17	0.25	0.51	0.23	0.51	0.25	0.34	0.53	9.77	9.21	0.19	4.75	0.58	0.19	0.14	0.19	0.25	9.83	0.60	4.63	0.14	0.22	6.00	0.63	0.35	0.21	0.32	0.23	0.51	1.02	0.23	0.25	0.55	5.00	10.00	0.14	0.35	0.01	0.01	0.00	0.02	0.02	valid	2.00	3.00	contacts
12	10	95971f9be80266651d0dbcfe03687ae43b089d2f	-0.62	0.82	-9.84	62.45	-1.06	0.67	0.61	0.17	0.96	-10.50	0.81	1.59	-10.49	0.82	-0.62	0.84	0.15	0.27	0.84	0.84	-0.62	0.63	0.23	0.29	11	0.84	0.63	0.19	0.63	0.84	0.23	0.00	-11.29	-9.85	0.84	0.71	0.61	0.16	0.12	0.84	0.84	-11.28	1.08	0.93	0.12	0.17	6.00	1.10	0.09	0.13	0.21	0.19	0.63	0.80	0.19	0.84	1.50	0.00	-10.00	0.12	0.15	0.01	0.01	0.01	0.01	0.01	valid	2.00	3.00	contacts
12	10	95971f9be80266651d0dbcfe03687ae43b089d2f	0.16	1.14	-9.02	62.46	-1.06	-15.95	0.18	0.09	-17.16	-9.75	-16.58	2.26	-9.75	-16.58	0.16	-1.62	0.18	0.13	-1.62	-1.62	0.16	0.17	0.14	0.21	40	1.62	0.17	0.20	0.17	1.62	0.14	-1.63	-10.31	-9.05	1.61	-15.90	0.18	0.09	0.09	1.61	1.62	-10.39	1.66	-17.20	0.09	0.09	6.00	1.65	0.11	0.09	0.13	0.20	0.17	1.16	0.20	1.62	2.29	-15.00	-10.00	0.09	0.19	0.01	0.01	0.01	0.01	0.01	valid	2.00	3.00	contacts
12	10	95971f9be80266651d0dbcfe03687ae43b089d2f	0.54	2.50	10.60	61.94	1.06	17.01	0.79	0.26	16.60	10.52	16.39	2.03	10.72	16.83	0.54	1.53	0.82	0.48	1.53	1.53	0.54	0.91	0.88	0.82	48	2.12	0.91	1.62	0.91	2.12	0.88	1.63	10.70	10.48	1.99	16.60	0.79	0.24	0.38	1.99	2.12	10.54	2.32	16.22	0.40	0.26	6.00	2.17	0.43	0.42	0.49	0.67	0.91	2.30	1.62	2.12	2.24	15.00	10.00	0.40	0.80	0.00	0.01	0.00	0.01	0.01	valid	2.00	3.00	contacts
12	10	95971f9be80266651d0dbcfe03687ae43b089d2f	-0.28	0.94	3.00	62.05	0.00	-5.53	0.26	0.12	-5.69	0.00	-5.77	0.72	0.02	-5.60	-0.28	-0.71	0.53	0.14	-0.71	-0.71	-0.28	0.28	0.18	0.27	51	0.71	0.28	0.31	0.28	0.71	0.18	-0.04	-2.91	2.89	0.54	-5.73	0.26	0.12	0.10	0.54	0.71	-2.88	0.78	-5.79	0.10	0.12	0.50	0.67	0.16	0.13	0.18	0.31	0.28	0.68	0.31	0.71	0.83	-5.00	0.00	0.10	0.32	0.01	0.01	0.01	0.01	0.01	valid	2.00	3.00	contacts
12	10	95971f9be80266651d0dbcfe03687ae43b089d2f	-0.73	1.40	9.11	62.33	1.06	-0.68	0.66	0.17	-1.07	9.22	-0.85	1.09	9.30	-0.81	-0.73	-0.79	0.42	0.14	-0.79	-0.79	-0.73	0.73	0.31	0.25	9	0.79	0.73	0.17	0.73	0.79	0.31	0.00	9.41	9.00	0.76	-0.69	0.66	0.17	0.14	0.76	0.79	9.45	1.10	-1.03	0.14	0.17	6.00	1.00	0.24	0.19	0.31	0.17	0.73	1.29	0.17	0.79	1.06	0.00	10.00	0.14	0.31	0.01	0.00	0.00	0.01	0.01	valid	2.00	3.00	contacts
12	10	95971f9be80266651d0dbcfe03687ae43b089d2f	1.37	1.37	16.40	62.19	1.61	5.01	1.35	0.15	5.32	16.31	5.30	1.61	16.28	5.34	1.37	0.39	0.30	0.13	0.39	0.39	1.37	1.37	0.29	0.27	34	0.41	1.37	0.22	1.37	0.41	0.29	0.54	16.16	16.43	0.43	5.20	1.35	0.15	0.06	0.43	0.41	16.18	1.45	5.42	0.09	0.15	6.00	1.43	0.13	0.14	0.29	0.19	1.37	1.39	0.22	0.41	1.65	5.00	15.00	0.09	0.26	0.02	0.02	0.01	0.03	0.03	valid	2.00	3.00	contacts
12	10	95971f9be80266651d0dbcfe03687ae43b089d2f	0.40	0.80	0.89	62.38	0.00	4.48	0.39	0.07	4.37	0.42	4.31	0.67	0.42	4.43	0.40	-0.61	0.22	0.11	-0.61	-0.61	0.40	0.40	0.06	0.29	4	0.61	0.40	0.31	0.40	0.61	0.06	0.52	-0.04	0.88	0.49	4.39	0.39	0.07	0.10	0.49	0.61	-0.02	0.76	4.23	0.10	0.07	6.00	0.65	0.08	0.08	0.06	0.31	0.40	0.76	0.31	0.61	0.77	5.00	0.00	0.10	0.24	0.00	0.00	0.00	0.00	0.00	valid	2.00	3.00	contacts
12	10	95971f9be80266651d0dbcfe03687ae43b089d2f	-0.43	0.81	4.95	62.43	0.52	-0.74	0.48	0.07	-0.72	4.56	-0.73	0.89	4.50	-0.75	-0.43	-0.69	0.19	0.08	-0.69	-0.69	-0.43	0.43	0.13	0.17	1	0.69	0.43	0.09	0.43	0.69	0.13	0.00	4.15	4.93	0.70	-0.76	0.48	0.07	0.07	0.70	0.69	4.19	0.82	-0.70	0.07	0.07	6.00	0.85	0.07	0.05	0.13	0.09	0.43	0.78	0.09	0.69	0.85	0.00	5.00	0.07	0.13	0.00	0.00	0.00	0.00	0.00	valid	2.00	3.00	contacts
