user	session	val_id	offX_L	acc_L	medX_L	ipd	xm	medY_L	medaccX_R	rmsiX_R	medY_R	avgX	avgY	medacc_R	medX	medY	offX_R	offY_R	sd_L	rmsi_R	offY_L	offY	offX	accX_R	sdX_R	sd_R	set_no	accY	accX	sdY_L	medaccX	medaccY	sdX_L	ym	medX_R	avgX_L	medaccY_R	avgY_L	medaccX_L	rmsiX	rmsiY	medaccY_L	accY_R	avgX_R	acc	avgY_R	rmsiY_L	rmsiX_L	d	medacc	rmsi_L	rmsi	sdX	sdY	accX_L	medacc_L	sdY_R	accY_L	acc_R	y	x	rmsiY_R	sd	repeated_L	repeated_R	repeated_C	repeated	repeated_any	outlier_reason	hmd	setup	vision
16	10	b2a9a66d715cac6c0024fb4459ef29045bde7749	-0.40	0.98	3.39	58.50	0.00	-10.38	0.41	0.05	-9.50	-0.47	-10.02	1.11	-0.51	-10.00	-0.40	-0.74	0.41	0.06	-0.74	-0.74	-0.40	0.40	0.08	0.35	59	0.74	0.40	0.10	0.40	0.74	0.08	-0.09	-4.20	3.33	0.72	-10.23	0.41	0.05	0.05	0.72	0.74	-4.18	0.84	-9.84	0.05	0.05	0.50	0.83	0.06	0.05	0.08	0.10	0.40	1.10	0.10	0.74	1.19	-10.00	0.00	0.05	0.11	0.64	0.64	0.64	0.64	0.64	sampling_glitch	1.00	2.00	uncorrected
16	10	b2a9a66d715cac6c0024fb4459ef29045bde7749	-0.79	0.66	-2.15	58.51	-0.04	-4.74	0.79	0.02	-4.48	-5.58	-4.65	1.09	-5.60	-4.58	-0.79	-0.12	0.08	0.04	-0.12	-0.12	-0.79	0.79	0.07	0.11	56	0.15	0.79	0.20	0.79	0.15	0.07	-0.04	-8.98	-2.15	0.08	-4.73	0.79	0.02	0.04	0.08	0.15	-8.96	0.82	-4.55	0.04	0.02	0.50	0.82	0.04	0.03	0.07	0.18	0.79	0.65	0.20	0.15	1.08	-5.00	-5.00	0.04	0.08	0.65	0.65	0.65	0.65	0.65	sampling_glitch	1.00	2.00	uncorrected
16	10	b2a9a66d715cac6c0024fb4459ef29045bde7749	-0.13	0.42	4.98	58.85	0.52	0.34	0.16	0.03	-0.20	4.84	0.02	0.24	4.82	0.09	-0.13	0.00	0.12	0.08	0.00	0.00	-0.13	0.15	0.09	0.27	1	0.16	0.15	0.20	0.15	0.16	0.09	0.00	4.66	5.00	0.10	0.32	0.16	0.03	0.04	0.10	0.16	4.68	0.24	-0.28	0.04	0.03	6.00	0.21	0.04	0.04	0.07	0.13	0.15	0.45	0.20	0.16	0.34	0.00	5.00	0.04	0.11	0.64	0.64	0.64	0.64	0.64	sampling_glitch	1.00	2.00	uncorrected
16	10	b2a9a66d715cac6c0024fb4459ef29045bde7749	0.21	1.75	-3.90	59.01	-0.52	13.60	0.20	0.05	13.43	-4.76	13.42	1.57	-4.75	13.49	0.21	-1.53	0.39	0.06	-1.53	-1.53	0.21	0.21	0.11	0.11	46	1.53	0.21	0.22	0.21	1.53	0.11	1.61	-5.68	-3.87	1.45	13.42	0.20	0.05	0.05	1.45	1.53	-5.66	1.55	13.44	0.05	0.05	6.00	1.46	0.07	0.05	0.11	0.22	0.21	1.59	0.22	1.53	1.55	15.00	-5.00	0.05	0.22	0.64	0.64	0.64	0.64	0.64	sampling_glitch	1.00	2.00	uncorrected
16	10	b2a9a66d715cac6c0024fb4459ef29045bde7749	0.18	0.75	0.67	58.96	0.00	-0.29	0.15	0.13	-0.18	0.18	-0.30	0.42	0.04	-0.29	0.18	-0.32	0.54	0.12	-0.32	-0.32	0.18	0.27	0.32	0.22	0	0.32	0.27	0.27	0.27	0.32	0.32	0.00	-0.45	0.71	0.31	-0.33	0.15	0.13	0.11	0.31	0.32	-0.36	0.45	-0.26	0.11	0.13	6.00	0.47	0.24	0.15	0.26	0.27	0.27	0.52	0.27	0.32	0.46	0.00	0.00	0.11	0.33	0.65	0.65	0.65	0.65	0.65	sampling_glitch	1.00	2.00	uncorrected
16	10	b2a9a66d715cac6c0024fb4459ef29045bde7749	0.72	1.71	16.93	58.94	1.61	9.61	0.53	0.14	9.74	15.67	9.71	0.82	15.49	9.69	0.72	-0.24	0.26	0.17	-0.24	-0.24	0.72	0.72	0.45	0.36	33	0.25	0.72	0.14	0.72	0.25	0.45	1.10	14.14	16.90	0.26	9.70	0.53	0.14	0.04	0.26	0.25	14.48	0.81	9.72	0.05	0.14	6.00	0.64	0.07	0.13	0.45	0.12	0.72	1.76	0.14	0.25	0.93	10.00	15.00	0.05	0.41	0.64	0.64	0.64	0.64	0.64	sampling_glitch	1.00	2.00	uncorrected
16	10	b2a9a66d715cac6c0024fb4459ef29045bde7749	-0.18	0.80	-5.94	58.57	-0.09	4.47	0.19	0.10	4.00	-9.64	4.18	1.31	-9.69	4.28	-0.18	-0.77	0.29	0.09	-0.77	-0.77	-0.18	0.22	0.16	0.32	71	0.77	0.22	0.31	0.22	0.77	0.16	0.04	-13.48	-5.89	0.66	4.40	0.19	0.08	0.05	0.66	0.77	-13.47	0.82	3.93	0.05	0.10	0.50	0.71	0.11	0.06	0.10	0.31	0.22	0.70	0.31	0.77	1.35	5.00	-10.00	0.05	0.31	0.65	0.65	0.65	0.65	0.65	sampling_glitch	1.00	2.00	uncorrected
16	10	b2a9a66d715cac6c0024fb4459ef29045bde7749	-0.37	0.82	0.24	58.84	0.00	-9.21	0.33	0.09	-10.59	-0.39	-9.89	0.91	-0.34	-9.89	-0.37	0.05	0.20	0.05	0.05	0.05	-0.37	0.37	0.17	0.17	10	0.11	0.37	0.13	0.37	0.11	0.17	-1.06	-0.93	0.14	0.08	-9.23	0.33	0.09	0.04	0.08	0.11	-0.92	0.41	-10.53	0.06	0.09	6.00	0.36	0.11	0.08	0.17	0.09	0.37	0.79	0.13	0.11	0.89	-10.00	0.00	0.06	0.17	0.64	0.64	0.64	0.64	0.64	sampling_glitch	1.00	2.00	uncorrected
16	10	b2a9a66d715cac6c0024fb4459ef29045bde7749	-0.89	2.23	8.29	58.58	1.06	-13.93	0.84	0.07	-15.80	9.01	-14.82	0.90	9.05	-14.85	-0.89	0.14	0.36	0.05	0.14	0.14	-0.89	0.89	0.14	0.17	37	0.17	0.89	0.16	0.89	0.17	0.14	-1.63	9.88	8.17	0.12	-13.90	0.84	0.07	0.04	0.12	0.17	9.85	0.93	-15.75	0.05	0.07	6.00	0.89	0.14	0.07	0.14	0.13	0.89	2.15	0.16	0.17	0.85	-15.00	10.00	0.05	0.16	0.65	0.65	0.65	0.65	0.65	sampling_glitch	1.00	2.00	uncorrected
16	10	b2a9a66d715cac6c0024fb4459ef29045bde7749	-0.68	0.61	4.70	59.01	0.52	10.13	0.67	0.06	9.37	4.29	9.79	1.04	4.32	9.80	-0.68	-0.19	0.16	0.09	-0.19	-0.19	-0.68	0.68	0.12	0.17	24	0.19	0.68	0.12	0.68	0.19	0.12	1.06	3.90	4.68	0.19	10.16	0.67	0.06	0.05	0.19	0.19	3.86	0.72	9.38	0.06	0.06	6.00	0.69	0.07	0.06	0.12	0.11	0.68	0.55	0.12	0.19	1.02	10.00	5.00	0.06	0.12	0.65	0.65	0.65	0.65	0.65	sampling_glitch	1.00	2.00	uncorrected
